sell_id,price
1100575026,663640.0
1100549428,963159.0
1100658222,906409.0
1100937408,744429.0
1101037972,769341.0
1100912634,803046.0
1101228730,665901.0
1100165896,431441.0
1100768262,2159574.0
1101218501,799079.0
1099639378,663741.0
1101117342,1154218.0
1101179448,1676276.0
1101213155,1791910.0
1099119749,496741.0
1101297715,2010216.0
1101140033,1467270.0
1101064868,1949962.0
1101317804,792935.0
1101111488,703326.0
1100768272,2078431.0
1100421544,2152517.0
1100722458,875761.0
1101300724,602250.0
1101306824,1782207.0
1101197164,458088.0
1101231413,805282.0
1101304285,806475.0
1100067940,580766.0
1101308288,653046.0
1100894230,583042.0
1101312910,612413.0
1101223694,317537.0
1099639548,592678.0
1099074356,793935.0
1100322368,866790.0
1100961472,653578.0
1100845262,517257.0
1099988176,325861.0
1100042244,349786.0
1101309690,720524.0
1101300574,2516018.0
1101224473,673573.0
1100836784,1014651.0
1100422398,644356.0
1101314339,997606.0
1101306219,683472.0
1101242401,269081.0
1101315619,706077.0
1101308178,1167565.0
1100097290,1165210.0
1101200833,904767.0
1100946856,511304.0
1101307735,2284301.0
1100796864,604492.0
1101311288,942194.0
1101130347,1316439.0
1100182840,2182483.0
1101316944,654458.0
1101317802,651148.0
1101313751,447424.0
1101314333,1043281.0
1101231212,703568.0
1098838700,333442.0
1101197137,1006759.0
1100988616,777965.0
1100700050,634668.0
1101164707,509975.0
1101063150,831579.0
1101164320,326366.0
1101303664,464817.0
1101006422,604089.0
1101255674,419716.0
1101307192,1974133.0
1101276634,1021497.0
1100528772,68568.0
1101218500,485893.0
1101241664,1202795.0
1101308609,595420.0
1101288529,898248.0
1100900694,997297.0
1101318094,567242.0
1101126989,1122113.0
1101032064,2083020.0
1100023440,309525.0
1101315490,646783.0
1101255863,1075067.0
1101310157,654673.0
1101314332,822903.0
1101259960,599712.0
1101313536,455719.0
1100331688,513386.0
1101306825,1179664.0
1100644680,345463.0
1100946562,677620.0
1101300848,1137660.0
1101078714,461258.0
1101164710,1083429.0
1101190444,736424.0
1101313226,1387871.0
1101133971,587961.0
1101300725,463051.0
1101309349,1146817.0
1100853384,299670.0
1101251474,1088256.0
1101307712,929488.0
1101179450,515906.0
1101006252,582486.0
1101311981,1941367.0
1099149402,366514.0
1100804182,365840.0
