sell_id,price
1099427284,441124.23938060843
1096405886,2469827.7557919584
1100195294,635765.1200141675
1099827282,437607.345216
1100076198,2791621.2506539603
1090159352,3096436.115099774
1098987386,1525560.603613276
1098639040,1401581.0844006503
1099933039,1048163.948752139
1099565572,516403.0457264584
1099886384,792562.995336873
1099368814,418584.65108886804
1100258220,703617.1019844841
1100031980,987516.7696299097
1096128862,1184011.1205789652
1099201856,548089.6009482166
1100069204,770998.6642785402
1100166212,2250650.7774066823
1099422504,869623.621491139
1094044520,4326006.067041824
1097839332,522595.66370687424
1098849394,4109146.889806389
1100089736,1633008.272491401
1100012500,6704506.0155431405
1100128318,2691655.9655688964
1099842916,4730882.372769656
1092119682,353993.34197098867
1100214098,493928.31230459735
1098605890,939945.8702264637
1100150544,1676548.696591146
1100019116,6343013.851750048
1099721446,1068587.2342678553
1100130492,427409.57717836765
1083039490,1439384.0937798596
1100177694,882811.4794703258
1100062552,2939937.9289873806
1096561646,813623.6451725579
1099890274,1816799.8319664325
1099057118,1421962.4489856204
1093583786,1261457.0144100047
1100140056,1654183.616261612
1099685496,1397458.2375733256
1099042586,2154929.0002524275
1098618840,1346951.979325626
1100095520,3812955.4248863235
1100112830,1383609.389252534
1077604267,1508416.6440190924
1097414603,716074.6145650629
1100173040,1609134.136334407
1098466772,761616.5337184736
1099881458,670082.6240223291
1099856322,1338138.0481753522
1083580587,690754.8009620163
1099751676,889237.2015785524
1094394870,685495.872685786
1093144596,3008039.8387851613
1100099276,998912.3402012549
1099408382,799683.9815401426
1100088104,2091753.6314632918
1047185026,1379004.0142223942
1099870252,1107132.6939525378
1098567252,968736.8270542278
1085436332,351271.4500004781
1100136230,1577083.9105676217
1097862496,1385445.9525336116
1099969146,6715918.447978741
1099976830,1281331.5455614275
1099930109,4794054.891183668
1098612188,1462628.587594543
1095091964,6436259.626494794
1099783808,5755534.2612076495
1100050570,1237692.8616320246
1100051590,3964914.04801819
1099626654,5314287.133868312
1093763508,8785695.573995423
1087388048,1272705.125568569
1100182624,470794.2738641562
1099345640,570768.7592111517
1095736482,747101.5249596953
1100156962,3557332.9340567137
1001403361,1063928.1591328953
1100254912,2129513.8001999334
1088721444,757841.6910019339
1098423266,1041293.6640126705
1099361748,5575324.630223506
1097911468,937043.9354261314
1095355398,727396.5403457694
1092508710,2548410.24266362
1098618784,2850015.696952953
1100141098,1031725.4101768157
1083735735,2549735.0064530615
1100129226,1716219.4036146891
1099874414,668090.6078172114
1095459600,3812028.476474544
1098977612,604938.1318038161
1100263286,1792336.0284064654
1099359460,1643739.9626649637
1099849396,2153438.690115416
1099741426,3123187.8873024615
1099881014,1697656.2230081423
1099661628,5132905.03213185
1098205732,525660.8560650414
1096030170,741068.0453589256
